Title of Book or Manuscript,file_name,page #,Book or Manuscript,Title of Poem,text,DocSoutTrascription
Poems by a slave,poemsbyslavehort_0029.jpg,29,Book,,"POEMS BY A SLAVE. 19

ON THE POETIC MUSE.

Far, far above this world I soar,
And almost nature lose,
Aerial regions to explore,
With this ambitious Muse.

My towering thoughts with pinions rise,
Upon the gales of song,

Which waft me through the mental skies,
With music on my tongue,

My Muse is all on mystic fire,
Which kindles in my breast;

To scenes remote she doth aspire,
As never yet exprest,

Wrapt in the dust she scorns to lie,
Call’d by new charms away ;

Nor will she e’er refuse to try
Such wonders to survey.

Such is the quiet bliss of soul,
When in some calm retreat,

Where pensive thoughts like streamlets roll,
And render silence sweet ;

And when the vain tumultuous crowd
Shakes comfort from my mind,

My muse ascends above the cloud
And leaves the noise behind.

With vivid flight she mounts on high
Above the dusky maze,

And with a perspicacious eye
Doth far ’bove nature gaze,
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0030.jpg,30,Book,,"POEMS BY A SLAVE.

CONSEQUENCES OF HAPPY MARRIAGES.

Hail happy pair, from whom such raptures rise,
On whom I gaze with pleasure and surprise ;
From thy bright rays the gloom of strife is driven,
For all the smiles of mutual love are Heaven.

Thrice happy pair! no earthly joys excel °

Thy peaceful state; there constant pleasures dwell,
Which cheer the mind and elevate the soul,

Whilst discord sinks beneath their soft control.

The blaze of zeal extends from breast to breast,
While Heaven supplies each innocent request;
And lo! what fond regard their smiles reveal,
Attractive as the magnet to the steel.

Their peaceful life is all content and ease,
They with delight each other strive to please ;
Each other’s charms, they only can admire,
Whose bosoms burn with pure connubial fire.

Th’ indelible vestige of unblemished love,
Must hence a guide to generations prove :
Though virtuous partners moulder in the tomb,
Their light may shine on ages yet to come.

With grateful tears their well-spent day shall close,
When death, like evening, calls them to repose ;
Then mystic smiles may break from deep disguise,
Like Vesper’s torch transpiring in the skies.

Like constellations still their works may shine,
In virtue’s unextinguished blaze divine ;

Happy are they whose race shal] end the same—
Sweeter than odours is a virtuous name.

Such is the transcript of unfading grace,
Reflecting lustre on a future race,

The virtuous on this line delight to tread,
And magnify the honors of the dead—

Who like a Pheenix did not burn in vain,
Incinerated to revive again ;

From whose exalted urn young love shall rise,
Exulting from a funeral sacrifice.
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0031.jpg,31,Book,,"POEMS BY A SLAVE. 21

LINES,
On hearing of the intention of a gentleman to purchase
the Poet’s freedom.

When on life’s ocean first I spread my sail,

I then implored a mild auspicious gale; _
And from the slippery strand I took my flight,
And sought the peaceful haven of delight.

Tyrannic storms arose upon my soul,

And dreadful did their mad’ning thunders roll ;
The pensive muse was shaken from her sphere,
And hope, it vanish’d in the clouds of fear.

At length a golden sun broke through the gloom,
And from his smiles arose a sweet perfume—

A calm ensued, and birds began o sing,

And lo! the sacred muse resumed her wing.

With frantic joy she chaunted as she flew,

And kiss’d the clement hand that bore her through ;
Her envious foes did from her sight retreat,

Or prostrate fall beneath her burning feet.

*T was like a proselyte, allied to Heaven—

Or rising spirits’ boast of sins forgiven,
Whose shout dissolves the adamant away,
Whose melting voice the stubborn rocks obey.

’T was like the salutation of the dove,

Borne on the zephyr through some lonesome grove,
‘When Spring returns, and Winter’s chill is past,
And vegetation smiles above the blast.

Twas like the evening of a nuptial pair,

When love pervades the hour of sad despair—
°’T was like fair Helen’s sweet return to Troy,
‘When every Grecian bosom swell’d with joy.

The silent harp which on the osiers hung,
‘Was then attuned, and manumission sung :
Away by hope the clouds of fear were driven,
And music breathed my gratitude to Heaven.

Hard was the race to reach the distant goal,
The needle oft was shaken from the pole;

In such distress who could forbear to weep ?
Toss’d by the headlong billows of the deep !
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0032.jpg,32,Book,,"POEMS BY A SLAVE.

The tantalizing beams which shone s0 plain,
Which turned my former pleasures into pain—
Which falsely promised all the joys of fame,
Gave way, and to a more substantial flame.

Some philanthropic souls as from afar,
With pity strove to break the slavish bar;
To whom my floods of gratitude shall roll,
And yield with pleasure to their soft control.

And sure of Providence this work begun—
He shod my feet this rugged race to run;
And in despite of all the swelling tide,
Along the dismal path will prove my guide.

Thus on the dusky verge of deep despair,

Eternal Providence was with me there ;

When pleasure seemed to fade on life’s gay dawn,
And the last beam of hope was almost gone.

tO ee

TO THE GAD-FLY.

Majestic insect! from thy royal hum,

The flies retreat, or starve before they’ll come;
The obedient plough-horse may, devoid of fear,
Perform his task with joy, when thou art near.

As at the Lion’s dread alarming roar,

The inferior beasts will never wander more,
Lest unawares he should be seized away,
And to the prowling monster fall a prey.

With silent pleasure often do I trace
The fly upon the wing, with rapid pace,
The fugitive proclaims upon the wind,
The death-bound sheriff is not far behind.

Ye thirsty flies beware, nor dare approach,
Nor on the toiling animal encroach ;

Be vigilant, before you buzz too late,

The victim of a melancholy fate.

Such seems the caution of the once chased fly,
Whilst to the horse she dare not venture nigh;
This useful Gad-Fly traversing the field,
With care the lab’ring animal to shield.
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0033.jpg,33,Book,,"POEMS BY A SLAVE. 23

Such is the eye of Providential care,

Along the path of life forever there;

Whose guardian hand by day doth mortals keep
And gently lays them down at night to sleep.

Immortal Guard, shall I thy pleasures grieve
Like Noah’s dove, wilt thou the creature leave;
No never, never, whilst on earth I stay,

And after death, then fly with me away.

pose

THE LOSS OF FEMALE CHARACTER.

See that fallen Princess! her splendor is gone—
The pomp of her morning is over;

Her day-star of pleasure refuses to dawn,

She wanders a nocturnal rover.

Alas! she resembles Jerusalem’s fall,

The fate of that wonderful city ;

When grief with astonishment rung from the wall,
Instead of the heart cheering ditty.

When music was silent, no more to be rung,

When Sion wept over her daughter ;

On grief’s drooping willow their harps they were hung,
When pendent o’er Babylon’s water.

She looks like some Star that has fall’n from her sphere,
No more by her cluster surrounded 5

Her comrades of pleasure refuse her to cheer,

And leave her dethron’d and confounded.

She looks like some Queen who has boasted in vain,
Whose diamond refuses to glitter ;

Deserted by those who once bow’d in her train,
Whose flight to her soul must be bitter.

She looks like the twilight, her sun sunk away,

He sets; but to rise again never !

Like the Eve, with a blush bids farewell to the day,
And darkness conceals her forever.
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0034.jpg,34,Book,,"eee 36 2
oie in ane
mit *
aideiae div loirguaed We
‘edi to biateath

: ‘ wits d aime @ *
lg. Brno Ie
p Boot co Rd oval bok”

ig) ssa & il silogl 9 2
at bev Teese

aD ud bafiedst

Lor sag ih mend

 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0035.jpg,35,Book,," 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0036.jpg,36,Book,," 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0037.jpg,37,Book,," 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0038.jpg,38,Book,," 

a
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0039.jpg,39,Book,,"THE LIBRARY OF THE
UNIVERSITY OF
NORTH CAROLINA

THE COLLECTION OF
NORTH CAROLINIANA

vVcecs\\
ASBAh

 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
Poems by a slave,poemsbyslavehort_0040.jpg,40,Book,," 
",https://docsouth.unc.edu/southlit/horton1837/horton1837.html
The poetical works of George M. Horton,poeticalworksofg00hort_0000.jpg,0,Book,,,https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0001.jpg,1,Book,," 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0002.jpg,2,Book,,"    

THE LIBRARY OF THE
UNIVERSITY OF
NORTH CAROLINA

 

THE COLLECTION OF
NORTH CAROLINIANA
FROM THE LIBRARY OF
William C. Coughenour’

vc811
H82p
Cee
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0003.jpg,3,Book,," 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0004.jpg,4,Book,," 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0005.jpg,5,Book,,"THE

POETICAL WORKS

GBOREGR M. HORTON,
The Colored Bard of North-Carolina,
TO WHICH +s PREFIXED

THE LIFE OF THE AUTHOR,

WRITTEN BY HIMSELF.

HILLSBOROUGH:
PRINTED BY D. HEARTT,

1845.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0006.jpg,6,Book,," 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0007.jpg,7,Book,,"799 4 1A~

LIFE OF
GHORGE Mo HORDON,
“The Colored Bard of North-Carolina.

 

F Rom the importunate request of a few
individuals, I assume the difficult task, of
writing a concise history of my life. But to
open a scene of all the past occurrences of my
life 1 shall not undertake, sinee I should fail
by more than two-thirds in the matter. But
if you will condescend to read it, I will endea-
vor to give a slight specimen entirely clear of
exaggeration. A tedious and prolix detail in
the matter may not be of any expected, since
there is necessarily so much particularity 1e-
quired in a biographical narrative.

I was born in Northampton county, N C.,°
near the line of Virginia, and within four miles
of the Roanoke River; the property of Wil-
liam Horton, senior, who also owned my _
mother, and the whole stock of her children,
which were five before me, all girls, but not of
one father. I am the oldest child that my-
mother had by her second husband, and she had
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0008.jpg,8,Book,,"Iv
four younger than myself, one boy and three
girls. But to account for my age is beyond
the reach of my power. I was early fond of
music, with an extraordinary appetite for sing-
ing lively times, for which I was a little re-
markable. In the course of a few years after
my birth, from the sterility of his land, my old
master assumed the notion to move into Chat-
ham, a more fertile and fresh part of country
recently settled, and whose waters were far
more healthy and agreeable. I here become
a cow-boy, which I followed for perhaps ten
years in succession, or more. In the course
of this disagreeable occupation, I became fond
‘of hearing people read; but bemg nothing but
a poor cow-boy, | had but little or no thought
of ever being able to read or spell one word
or sentence in any book whatever. My moth-
erdiscovered my anxiety for books, and strove
to encourage my plan; but she, having left her
husband behind, was so hard run to make a
little shift for herself, that she could give me
no assistance in that case. At length I took
a resolution to learn the alphabet at all events;.
and lighting by chance at times with some
_ opportunities of being in the presence of
school children, I learnt the letters by heart;
and fortunately afterwards got hold of some
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0009.jpg,9,Book,,"v

eld parts of spelling books abounding with
these elements, which I learnt with but little
difficulty. And by this time, my brother was
‘deeply excited by the assiduity which he dis-
covered in me, to learn himself; and some of
his partial friends strove to put him before me,
and I ina stump now, and a sorry instrument
to work with at that. But still my~ brother
never could keep time with me.. He was in-
deed an ostentatious youth, and of a far more
attractive person than myself, more forward
in manly show, and early became fond of po~
pularity to an astonishing degree for one of
his age and capacity. He strove hard on
the wing of ambition to soar above me, and
could write a respectable fist before I could
form the first letter with a pen, or barely knew
the use of a goose-quill. And I mustsay that
he was: quite a remarkable youth, as studious
as a judge, but much too full of vain loung-
ing among the fair sex.

But to return to the earlier spring of my
progress. ‘Though blundering, I became a
far better reader than he; but we were indeed
both remarkable for boys of color, and hard
raising, On well nigh every Sabbath during
the year, did I retire away in the summer sea-

: e
gon to some shady and lonely recess, when
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0010.jpg,10,Book,," 

vi

could stammer over the dim and promiscuoué
syllables in my old black and tattered spelling
book, sometimes a piece of one, and then of
another; nor would I scarcely spare the time
to return to my ordinary meals, being so tru-
ly engaged with my book. And by close appli-
cation to my book at night, my visage became
considerally emaciated by extreme perspira-
tion, having no lucubratory aparatus, no can-
dle, no lamp, nor even light-wood, being
chiefly raised in oaky woods. Hence I had
to sit sweating and smoking over my incom-
petent bark or brush light, almost exhausted
by the heat of the fire, and almost suffocated
with smoke; consequently from Monday
morning I anticipated with joy the approach
of the next Sabbath, that I might again retire
to the pleasant umbrage of the woods, whith-
er I was used to dwell or spend the most of
the day with ceaseless investigation over my
book. A number strove to dissuade me from
my plan, and had the presumption to tell
me that I was a vain fool to attempt learning
to read with as little chance as I had. Play
boys importunately insisted on my ‘abandon-
ing my foolish theory, and go with them on
streams, desport, and sacrifice the day, in athe
leti¢ folly, or alibatic levity. Nevertheless

XN
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0011.jpg,11,Book,,"vii

did I persevere with an indefatigable resolu-
tion, at the risk of success. But ah! the op-
positions with which I contended are too te-
dious to relate, but not too formidable to sur-
mount; and I verily believe that those obsta-
cles had an auspicious tendency to waft me,
as on pacific gales, above the storms of envy
and the calumniating scourge of emulation,
from which literary imagination often sinks
beneath its dignity, and instruction languishes
at the shrine of vanity. 1 reached the threa-
tening heights of literature, and braved in a
manner the clouds of disgust which reared in
thunders under my feet. This brings to mind
the verse of an author on the adventurous
seaman.

«The wandering sailor ploughs the main,
A competence in life to gain;

The threatening waves around him foam,
Till flattering fancy wafts him home.’”

For the overthrow and downfal of my scheme
had been repeatedly threatened. But with

defiance I accomplished the arduous task of

spelling, (for thus it was with me,) having no
facilitating assistance. From this I entered
into reading lessons with triumph. Ibecame
very fond of reading parts of the New Testa-
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0012.jpg,12,Book,," 

tment, such as [ could pick up as they lay
about at random; but I soon became more
fond of reading verses, Wesley’s old hymns,
and other peices of poetry from various au-
thors. 1 became found of it to that degree,
that whenever I chanced to light on a piece of
paper, so common to be lying about, I would
pick it up in order to examine it whether it
was written in that curious style or not. If
it was not, unless some remarkable prose, I
threw it aside; and if it was, Eas carefully pre-
served it as 1 would a piece of morey. At
fength I began to wonder whether it was pos-
sible that I ever could be so fortunate as to
compose in that manner. I fell to work in
my head, and composed several undigested
pieces, which I retained in my mind, for I
knew nothing about writing with a pen, also
without the least grammatical knowledge, a
few lines of which I yet retain. I will give
you the following specimen. On one very
calm Sabbath morning, a while before the
time of preaching, I undertook to compose a
divine hymn, being under some serious im-
pression of mind:
Rise up, my soul, and let us go
Up to the gospel feast;
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0013.jpg,13,Book,,"ix
Gird on the garment white as snow,
To join and be a guest.

Dost thou not hear the trumpet call
For thee; my soul, for thee?

Not only thee, my soul, but all,
May tise and enter free.

The other part I cannot now recollect. But
in the course of some eight or ten months,
under similar pensive impressions, I compos-
ed the following:

Excited from reading the obedience of Nature to her
Lord in the vessel on the sea.

Master, we perish if thou sleep,

We know not whence to fly;

The thunder seems to rock the deep,
Death frowns from all the sky.

He rose, he ran, and looking out,
He said, ye seas, be still;

What art thou, cruel storm, about?
All silenced at his will.

Dost thou not know that thou art mine,
And all thy liquid stozes;

Who ordered first the sun to shine
And gild thy swelling shores,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0014.jpg,14,Book,,"x

My smile is but the death of harm, —
Whilst riding on the wind,

My power restrains the thunder’s arm,
Which dies in chains confined.

After having read the travel of Israel from
Egypt to the Red Red Sea, where they tri-
umphantly arrive on the opposite bank, I
was excited to compose the following few
lines : I

Sing, O ye ransom’d, shout and tell .
« What God has done for ye;

The horses and their riders fell

* And perish’d in the sea.

Look back, the vain Egyptian dies
Whilst plunging from the shore;
He groans, he sinks, but not to rise,

King Pharaoh is no more.

Many other pieces did I compose, which
have long since slipped my recollection, and
some perhaps better than those before you.
During this mental conflict no person was ap-
prised of my views except my brother, who
rather surmised it, being often in converse
with me, and who was equally emulous for
literature, and strove to rival me. Though

®
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0015.jpg,15,Book,,"xi

he learnt to read very well for one of color,
it seems that his genius did not direct him
‘towards Parnassus, for he was rather a Jo-
sephus than a Homer; though he could write
very well before I could form the first letter
as above stated, for I devoted most of my op-
portunities to the study of composing or try-
ing to compose, At any critical juncture,
when any thing momentous transpired, such
as death, misfortune, disappointment, and the
like, it generally passed off from my mind
liké the chanting of birds after a storm, for
my mind was then more deeply inspired than
at other periods. ;

One thing is to be lamented much; that is;
that ever I was raised ina family or neigh-
borheod inclined to dissipation, or that the
foul seed should have been sown in the bosom
of youth, to stifle the growth of uncultivated
genius, which like a torch lifted from a cell
in the midst of rude inclement winds, which,
instead of kindling its blaze, blows it out. My
old master, being an eminent farmer, who had
acquired a competent stock of living through
his own prudence and industry, did not de-
scend to the particularity of schooling his
children at any high rate; hence it is clear that
he cared less for the improvement of the mind
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0016.jpg,16,Book,,"i

xii

of his servants, In fact, he was a man who
aspired to a great deal of elaborate business,
and carried me into measures almost beyond
my physical ability. Often has he ealled me
with my fellow laborers to his door to get the
ordinary dram, of which he was much too
fond himself; and we, willing to copy the.ex-
ample, partook freely in order to brave the
storms of hardship, and thought it an honor
to be intoxicated. And it was then the case
with the most of people; for they were like
savages, who think little or nothing of the re-
sult of lewd conduct. Nay, in those days,
when the stream of intemperance was little
regarded, the living had rather poura libation
on the bier of the dead than to heara solemn
funeral preached from the hallowed lips of a
divine; for Bacchus was honored far more
than Ceres, and they would rather impair the
fences of fertile lands in their inebriating
course, than to assist a prudent farmer in cul-
tivating a field for the space of an hour,

Those days resembled the days of martyr-
dom, and all christendom seemed to be relaps-
ing into dissipation; and libertinism, obsceni-
ty and profanation were in their full career;

and the common conversation was impregnat-

ed with droll blasphemy. In those days sen-_

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0017.jpg,17,Book,,"xiil

sual gratification was prohibited by few; for
drinking, I had almost said, was a catholic to- ,
leration, and from 1800. to 1810 there was
scarcely a page of exemplary conduct laid be-
fore my eyes. Hence it was inevitably my
misfortune to become a votary to that growing,
evil; and like a Saul, I was almost ready to
hold the garments of an abominable rabble in
their public sacrilege, io whom the tender of
a book was offensive, especially to those who
followed distilling on the Sabbath in the midst
of acrowd of profligate sots, gambling around,
regardless of demon, or Deity! Such scenes
T have witnessed with my own eyes, when
nota sunday school was:planted in all the sur-
rounding vicinities.

My old master having come to the conclu-
sion to confer part of his servants on his child-
ren, lots were cast, and his son James fell
heir tome. He was then living on North-
ampton, in the winter of 1814. In 1815 he
moved into Chatham, when my opportunities
became a little expanded. Having got in the
way of carrying fruit to the college at Chapel
Hill on the Sabbath, the collegians who, for
their diversion, were fond of pranking with
the country servants who resorted there for
the'same purpose that I did, began also to

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0018.jpg,18,Book,,"xiv

prank with me. But some how or other
they discovered a spark of genius in me, eith-
er by discourse or other means, which excit-
ed their curiosity, and they often eagerly in-
sisted on me to spout, as they called it. . This
inspired in me a kind of enthusiastic pride.
I was indeed too full of vain egotism, which
always discovers the gloom of ignorance, or
dims the lustre of popular distinction. I
would stand forth and address myself extem-
pore before them, ‘as an orator of inspired
promptitude. But I soon found it an object
of aversion, and considered myself nothing
but a public ignoramus. Hence I abandoned
my foolish harangues, and began to speak of
poetry, which lifted them still higher on the
wing of astonishment; all eyes were on me,
and all ears were open. Many were at first
incredulous; but the experiment of acrosties
establishedit as an incontestable fact. _Hence
my fame soon circulated like a stream through-
out the college. Many of these acrosties I
composed at the handle of the plough, and
retained them in my head, (being unable to
write,) until an opportunity offered, when I
dictated, whilst one of the gentlemen would
‘serve as my emanuensis. I have composed
love pieces in verse for courtiers from all parts

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0019.jpg,19,Book,,"XV

of the state, and acrostics on the names of ma-
ny of the tip top belles of Virginia, South Ca-
rolina and Georgia. But those criticising
gentlemen saw plainly what I lacked, and ma-
ny of them very generously gave me such
books as they considered useful in my case,
which I received with much gratitude, and
improved according to my limited opportuni-
ties. Among these gentlemen the following

names occur to me: Mr. Robert Gilliam, Mr.
Augustus Washington, Mr. Cornelius Rober-
son, Mr. Augustus Alston, Mr. Benjamin
Long, Mr. William Harden, Mr. Merryfort,
Mr. Augustus Moore, Mr. ‘Thomas Pipkin,
Mr. A. Rencher, Mr. Ellerbee, Mr. Gilmer,
Mr. William Pickett, Mr. Leonidas Polk,
Mr. Samuel Hinton, Mr. Pain, Mr. Steward,
Mr, Gatlin, Mr. J. Hogan, Mr. John Pew,
Messrs W. and J. Haywood, and several
more whose names haye slipped my’ memo-
ry; all‘of whom were equally liberal to me,
and to them I ascribe my lean grammatical
studies. “Among the books given me were
Murray’s English Grammar and _ its accord-
ant branches; Johnson’s Dictionary in minia-
ture, and also Walker’s and Sheridan’s, and
parts of others. And other books of use they
gave me, which I had no chance to peruse
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0020.jpg,20,Book,,"x¥i

minutely. Milton’s Paradise Lost, Thompr
son’s Seasons, parts of Homer’s Illiad and
Virgil’s /Enead, Beauties of Shakespear,
Beauties of Byron, part of Plutarch, Morse’s
Geography, the Columbian Orator, Snow-
den’s History of the Revolution, Young’s _
Night Thoughts, and some others, which my
concentration of business did not suffer me to
pursue with any scientific regularity.

Mr. Augustus Alston first laid (as he said)
the low price of twenty-five cents on my com-
positions each, which was unanimously es-
tablished, and has been kept up ever since;
but some gentlemen extremely generous, have
given me from fifty to seventy-five cents, be-
sides many decent and repectable suits of
clothes, professing that they would not suffer
me to pass otherwise and write for them.

But there is one thing with which I am
sorry to charge many of these gentlemen,
Before the moral evil of excessive drinking
had been impressed upon my mind, they flat
tered me into the belief that it would hang me
on the wings of new inspiration, which would
waft me into regions of poetical perfection.
And Iam nota little astonished that nature and
reason had not taught me better before, after
having walked so long on a line which plain-
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0021.jpg,21,Book,,"xvii

ly dictated and read to me, though young, the
lesson of human destruction. This realizes
the truth of the sentiment in the address of
the Earl of Chatham, in which he spoke of
“‘the wretch who, after having seen the diffi-
culties of a thousand errors, continues still
to blunder ;”’ ‘and I have now experienced
the destructive consequences of walking in
such a devious line from the true centre to
which I was so early attracted by the magnet
of genius. But I have discovered the bene-
ficial effects of temperance and regularity,
and fly as a penitent suppliant to the cell of
private reflection, sorrowing that I ever had
driven my boat of life so near the wrecking
shoals of death, or that I was allured by the
music of sirens that sing to ensnare the lovers
of vanity.

To the much distinguished Mrs. Hentz of
Boston, I owe much for the correction of ma-
ny poetical errors. Being a professional po-
etess herself, and a lover of genius, she disco-
vered my little uncultivated talent, and was
moved by pity to uncover to me the beauties
of correctness, together with the true impor-
tance of the object 1o which I aspired. She
was extremely pleased with the dirge which

I wrote on the death of her much lamented
«
B
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0022.jpg,22,Book,,"Xvili

primogenial infant, and for which she gave mé
much credit and a handsome reward. Not
being able to write myself, I dictated while she
wrote; and while thus engaged she strove in
vain to avert the inevitable tear slow trickling
down her ringlet-shaded cheek. She wasin-
deed unequivocally anxious to announce the
birth of my recent and astonishing fame, and
sent its blast on the gale of passage back to
the frozen plains of Massachusetts. .

This celebrated lady, however, did not eon-
tinue long at Chapel Hill, and I had to regret
the loss of her aid, which I shall never forget
in life. At her depatture from Chapel Hill,
she left behind her the laurel of Thalia bloom-
ing on my saind, and went with all the spot-
less gaiety of Euplizosyne with regard to the
signal services whieh she had done me. In
gratitude for all these favors, by whlch she
attempted to supply and augment the stock
of servile genius, I inscribe to her the fol-
lowing

EULOGY.

Deep on thy pillar, thou immortal dame,
Trace the inscription of eternal fame;
For. bards iinborm must yet thy works adore,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0023.jpg,23,Book,,"RIX

And bid thee live when others are no more.
When other names are lost among the dead,
Some genius yet may live thy fame to spread;
Memory’s fair bush shall not decline to bloom,
But flourish fresh upon thy sacred tomb.
When nature’s crown refuses to be gay,
And ceaseless streams have worn their rocks
away;
When age’s vail shall beauty’s visage mask,
And bid oblivion blot the poet’s task,
Time’s final shock shall elevate thy name,
And lift thee smiling to eternal fame.

I now commit my brief and blundering task
to the inspection of the public, not pretending
to warrant its philology nor its orthography,
since grammarians, through criterions them-
selves, from precipitation do not always es-
cape impropricties ; and which little task, as
before observed, I should not have assumed
had it not been insisted on by some parti-
cular gentlemen, for I did not consider my-
self capable of such an undertaking. I trust,
therefore, that my readers will rather pity
than abuse the essay of their unqualified
writer.

I will conclude with the following lines
from the memorable pen of Mr. Linn, in

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0024.jpg,24,Book,,"XX

which he has done honor to the cause of illi-
terate genius:

Though in the dreary depth of gothic gloom,

Genius will burst the fetters cf her tomb;

Yet education should direct her way,

And nerve with firmer grasp her powerful
sway.”

oe
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0025.jpg,25,Book,,"INTRODUCTION.

The author of the following miscellane-
ous effusions, asserts that they are original,
and recently written; and they are now pre-
sented to the test of criticism, whatever may
be the result. It is entirely different from
his other work entitled the Museum, and has
been written some time since that, and is not
solarge. The author is far from flattering
himself with an idea of superiority, or even
equality with ancient or other modern poets.
He is deeply conscious of his own inferiority
from the narrowness of the scope in which he
has lived during the course of his past life.
Few men of either a white or colored popula-
tion, have been less prompted by a desire for
public fame than he whose productions are
now before you. He was actuated merely
by pleasure and curiosity, as a call to some
literary task, or as an example to remove the
doubts of cavilists with regard to African ge-
gius. His birth was low, and in a neigh-
borhood by no means populous; his raising
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0026.jpg,26,Book,,"XX

was rude and laborious; his exertions were
cramped, and his progress obstructed from
start to goal; having been ever deprived of the
‘free use of books and other advantages to
which he aspired. Hence his-genius is but
an unpolished diamond, and can never shine
forth to the world.

Forbid to make the least attempt to soar,

The stifled blaze of genius burns the more;

He still prevails his drooping head to raise,

Plods through the bogs, and on the moun-
tains gaze.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0027.jpg,27,Book,,"THE

POWTICAL WORKS

oF
GEORGE M. HORTON.

THE MUSICAL CHAMBER.

I rrust that my friends will remember,
Whilst I these my pleasures display,
Resort to my musical chamber,
The laurel crown’d desert in May.

Resort to this chamber at leisure,
Attend it by night and by day;
To feast on the dainties of pleasure,

Which cannot be stinted in May.

This place is both pleasing and moral,
A chamber both lovely and gay,

In the shade of a ne’er fading laurel,
Whose grace in December is May.

Abounding with every fine story, |
While time passes hurrying away,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
